utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,10/1/17,10/17/17,17,10/18/17,,2.06,2017-11-08T21:18:43.686489+00:00,0.58621,therms
PG&E,G1 T Residential Service,9/19/17,9/30/17,12,10/18/17,,1.42,2017-11-08T21:18:43.604038+00:00,0.41379,therms
PG&E,G1 T Residential Service,9/1/17,9/18/17,18,9/19/17,,2.36,2017-11-08T21:18:58.135688+00:00,1.125,therms
PG&E,G1 T Residential Service,8/18/17,8/31/17,14,9/19/17,,1.88,2017-11-08T21:18:58.078982+00:00,0.875,therms
PG&E,G1 T Residential Service,8/1/17,8/17/17,17,8/18/17,,2.31,2017-11-08T21:19:04.892453+00:00,1.13333,therms
PG&E,G1 T Residential Service,7/19/17,7/31/17,13,8/18/17,,1.76,2017-11-08T21:19:04.801699+00:00,0.86667,therms
PG&E,G1 T Residential Service,7/1/17,7/18/17,18,7/19/17,,2.41,2017-11-08T21:19:11.879578+00:00,1.125,therms
PG&E,G1 T Residential Service,6/17/17,6/30/17,14,7/19/17,,1.93,2017-11-08T21:19:11.830780+00:00,0.875,therms
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,1.98,2017-11-08T21:19:19.508119+00:00,0.53333,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,1.73,2017-11-08T21:19:19.458229+00:00,0.46667,therms
PG&E,G1 T Residential Service,5/1/17,5/17/17,17,5/18/17,,2.42,2017-11-08T21:19:26.250781+00:00,1.17241,therms
PG&E,G1 T Residential Service,4/19/17,4/30/17,12,5/18/17,,1.72,2017-11-08T21:19:26.205351+00:00,0.82759,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,2.23,2017-11-08T21:19:33.521227+00:00,0.5625,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,1.71,2017-11-08T21:19:33.465722+00:00,0.4375,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,3.35,2017-11-08T21:19:40.574264+00:00,2.26667,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,2.65,2017-11-08T21:19:40.517992+00:00,1.73333,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,9.48,2017-11-08T21:19:47.469784+00:00,6.2069,therms
PG&E,G1 T Residential Service,1/18/17,1/31/17,14,2/16/17,,8.9,2017-11-08T21:19:47.416546+00:00,5.7931,therms
PG&E,G1 T Residential Service,1/1/17,1/17/17,17,1/18/17,,7.13,2017-11-08T21:19:54.633273+00:00,4.63636,therms
PG&E,G1 T Residential Service,12/16/16,12/31/16,16,1/18/17,,6.84,2017-11-08T21:19:54.575608+00:00,4.36364,therms
PG&E,G1 T Residential Service,12/1/16,12/15/16,15,12/16/16,,13.77,2017-11-08T21:20:01.789957+00:00,8.7931,therms
PG&E,G1 T Residential Service,11/17/16,11/30/16,14,12/16/16,,13.42,2017-11-08T21:20:01.725928+00:00,8.2069,therms
PG&E,G1 T Residential Service,11/1/16,11/16/16,16,11/17/16,,2.01,2017-11-08T21:20:08.832223+00:00,0.53333,therms
PG&E,G1 T Residential Service,10/18/16,10/31/16,14,11/17/16,,1.73,2017-11-08T21:20:08.771164+00:00,0.46667,therms
PG&E,G1 T Residential Service,10/1/16,10/17/16,17,10/18/16,,2.08,2017-11-08T21:20:15.971911+00:00,0.54839,therms
PG&E,G1 T Residential Service,9/17/16,9/30/16,14,10/18/16,,1.67,2017-11-08T21:20:15.903750+00:00,0.45161,therms
PG&E,G1 T Residential Service,9/1/16,9/16/16,16,9/18/16,,2.13,2017-11-08T21:20:29.995104+00:00,1.03226,therms
PG&E,G1 T Residential Service,8/17/16,8/31/16,15,9/18/16,,2,2017-11-08T21:20:29.930980+00:00,0.96774,therms
PG&E,G1 T Residential Service,8/1/16,8/16/16,16,8/18/16,,1.93,2017-11-08T21:20:37.326375+00:00,0.55172,therms
PG&E,G1 T Residential Service,7/19/16,7/31/16,13,8/18/16,,1.56,2017-11-08T21:20:37.263246+00:00,0.44828,therms
PG&E,G1 T Residential Service,7/1/16,7/18/16,18,7/19/16,,2.36,2017-11-08T21:20:44.727896+00:00,1.125,therms
PG&E,G1 T Residential Service,6/17/16,6/30/16,14,7/19/16,,1.77,2017-11-08T21:20:44.586511+00:00,0.875,therms
PG&E,G1 T Residential Service,6/1/16,6/16/16,16,6/17/16,,1.87,2017-11-08T21:20:52.543579+00:00,0.53333,therms
PG&E,G1 T Residential Service,5/18/16,5/31/16,14,6/17/16,,1.66,2017-11-08T21:20:52.366807+00:00,0.46667,therms
PG&E,G1 T Residential Service,5/1/16,5/17/16,17,5/18/16,,2.26,2017-11-08T21:20:59.256389+00:00,1.17241,therms
PG&E,G1 T Residential Service,4/19/16,4/30/16,12,5/18/16,,1.55,2017-11-08T21:20:59.186366+00:00,0.82759,therms
PG&E,G1 T Residential Service,4/1/16,4/18/16,18,4/19/16,,2.78,2017-11-08T21:21:07.182880+00:00,2.25,therms
PG&E,G1 T Residential Service,3/18/16,3/31/16,14,4/19/16,,2,2017-11-08T21:21:07.125405+00:00,1.75,therms
PG&E,G1 T Residential Service,3/1/16,3/17/16,17,3/18/16,,11.41,2017-11-08T21:21:22.511931+00:00,9.96552,therms
PG&E,G1 T Residential Service,2/18/16,2/29/16,12,3/18/16,,10.09,2017-11-08T21:21:22.439589+00:00,7.03448,therms
