utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,10/1/17,10/17/17,17,10/18/17,,6.86,2017-10-29T19:05:08.605211+00:00,6.44828,therms
PG&E,G1 T Residential Service,9/19/17,9/30/17,12,10/18/17,,4.69,2017-10-29T19:05:08.549764+00:00,4.55172,therms
PG&E,G1 T Residential Service,9/1/17,9/18/17,18,9/19/17,,6.95,2017-10-29T19:05:15.728355+00:00,6.75,therms
PG&E,G1 T Residential Service,8/18/17,8/31/17,14,9/19/17,,5.64,2017-10-29T19:05:15.685232+00:00,5.25,therms
PG&E,G1 T Residential Service,8/1/17,8/17/17,17,8/18/17,,7.3,2017-10-29T19:05:22.976275+00:00,6.8,therms
PG&E,G1 T Residential Service,7/19/17,7/31/17,13,8/18/17,,5.54,2017-10-29T19:05:22.926865+00:00,5.2,therms
PG&E,G1 T Residential Service,7/1/17,7/18/17,18,7/19/17,,9,2017-10-29T19:05:30.130658+00:00,8.4375,therms
PG&E,G1 T Residential Service,6/17/17,6/30/17,14,7/19/17,,7.4,2017-10-29T19:05:30.078911+00:00,6.5625,therms
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,8.42,2017-10-29T19:05:37.264942+00:00,7.46667,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,7.41,2017-10-29T19:05:37.212707+00:00,6.53333,therms
PG&E,G1 T Residential Service,5/1/17,5/17/17,17,5/18/17,,9.29,2017-10-29T19:05:44.342389+00:00,8.2069,therms
PG&E,G1 T Residential Service,4/19/17,4/30/17,12,5/18/17,,6.67,2017-10-29T19:05:44.288311+00:00,5.7931,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,9.07,2017-10-29T19:06:15.139497+00:00,7.875,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,6.95,2017-10-29T19:06:15.084893+00:00,6.125,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,12.23,2017-10-29T19:07:27.815432+00:00,10.76667,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,9.61,2017-10-29T19:07:27.764945+00:00,8.23333,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,21.76,2017-10-29T19:07:35.092863+00:00,18.62069,therms
PG&E,G1 T Residential Service,1/18/17,1/31/17,14,2/16/17,,20.45,2017-10-29T19:07:35.044331+00:00,17.37931,therms
PG&E,G1 T Residential Service,1/1/17,1/17/17,17,1/18/17,,18.72,2017-10-29T19:07:41.909715+00:00,15.90323,therms
PG&E,G1 T Residential Service,12/18/16,12/31/16,14,1/18/17,,15.71,2017-10-29T19:07:41.851931+00:00,13.09677,therms
