utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,39.46,2017-07-10T18:21:45.583013+00:00,22.4,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,34.69,2017-07-10T18:21:45.540574+00:00,19.6,therms
PG&E,G1 T Residential Service,5/1/17,5/17/17,17,5/18/17,,52.22,2017-07-10T18:21:52.642267+00:00,28.72414,therms
PG&E,G1 T Residential Service,4/19/17,4/30/17,12,5/18/17,,37.38,2017-07-10T18:21:52.587749+00:00,20.27586,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,64.17,2017-07-10T18:21:59.741498+00:00,34.3125,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,40.5,2017-07-10T18:21:59.691864+00:00,26.6875,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,36.96,2017-07-10T18:22:06.726833+00:00,24.93333,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,29.1,2017-07-10T18:22:06.682887+00:00,19.06667,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,44.33,2017-07-10T18:22:13.939546+00:00,28.44828,therms
PG&E,G1 T Residential Service,1/18/17,1/31/17,14,2/16/17,,41.69,2017-07-10T18:22:13.888085+00:00,26.55172,therms
PG&E,G1 T Residential Service,1/1/17,1/17/17,17,1/18/17,,41.98,2017-07-10T18:22:21.584545+00:00,27.30303,therms
PG&E,G1 T Residential Service,12/16/16,12/31/16,16,1/18/17,,40.27,2017-07-10T18:22:21.538873+00:00,25.69697,therms
PG&E,G1 T Residential Service,12/1/16,12/15/16,15,12/16/16,,34.83,2017-07-10T18:22:29.505440+00:00,22.24138,therms
PG&E,G1 T Residential Service,11/17/16,11/30/16,14,12/16/16,,33.95,2017-07-10T18:22:29.449113+00:00,20.75862,therms
PG&E,G1 T Residential Service,11/1/16,11/16/16,16,11/17/16,,32.28,2017-07-10T18:22:36.421000+00:00,19.73333,therms
