utility,utility_tariff_name,interval_start,interval_end,interval_kWh,interval_kW,updated,interval_timezone
PG&E,E1 TB Residential Service,7/4/17 23:00,7/5/17 0:00,0.28,0.28,2017-07-06T20:50:34.590562+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 22:00,7/4/17 23:00,0.96,0.96,2017-07-06T20:50:34.602647+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 21:00,7/4/17 22:00,0.94,0.94,2017-07-06T20:50:34.607083+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 20:00,7/4/17 21:00,0.48,0.48,2017-07-06T20:50:34.591355+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 19:00,7/4/17 20:00,0.32,0.32,2017-07-06T20:50:34.608303+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 18:00,7/4/17 19:00,0.36,0.36,2017-07-06T20:50:34.604572+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 17:00,7/4/17 18:00,0.53,0.53,2017-07-06T20:50:34.604376+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 16:00,7/4/17 17:00,0.56,0.56,2017-07-06T20:50:34.619277+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 15:00,7/4/17 16:00,0.64,0.64,2017-07-06T20:50:34.596207+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 14:00,7/4/17 15:00,0.5,0.5,2017-07-06T20:50:34.612211+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 13:00,7/4/17 14:00,0.76,0.76,2017-07-06T20:50:34.595162+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 12:00,7/4/17 13:00,0.73,0.73,2017-07-06T20:50:34.607640+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 11:00,7/4/17 12:00,0.77,0.77,2017-07-06T20:50:34.612681+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 10:00,7/4/17 11:00,0.88,0.88,2017-07-06T20:50:34.616473+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 9:00,7/4/17 10:00,0.72,0.72,2017-07-06T20:50:34.605971+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 8:00,7/4/17 9:00,0.28,0.28,2017-07-06T20:50:34.593983+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 7:00,7/4/17 8:00,0.27,0.27,2017-07-06T20:50:34.595887+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 6:00,7/4/17 7:00,0.28,0.28,2017-07-06T20:50:34.594281+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 5:00,7/4/17 6:00,0.27,0.27,2017-07-06T20:50:34.602103+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 4:00,7/4/17 5:00,0.27,0.27,2017-07-06T20:50:34.593486+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 3:00,7/4/17 4:00,0.26,0.26,2017-07-06T20:50:34.608661+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 2:00,7/4/17 3:00,0.26,0.26,2017-07-06T20:50:34.610868+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 1:00,7/4/17 2:00,0.29,0.29,2017-07-06T20:50:34.599009+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/4/17 0:00,7/4/17 1:00,0.34,0.34,2017-07-06T20:50:34.600944+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/3/17 23:00,7/4/17 0:00,0.58,0.58,2017-07-06T20:50:34.602972+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/3/17 22:00,7/3/17 23:00,0.6,0.6,2017-07-06T20:50:34.596689+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/3/17 21:00,7/3/17 22:00,0.85,0.85,2017-07-06T20:50:34.609581+00:00,US/Pacific
PG&E,E1 TB Residential Service,7/3/17 20:00,7/3/17 21:00,0.92,0.92,2017-07-06T20:50:34.619338+00:00,US/Pacific
