utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,11/17/16,11/30/16,14,12/16/16,,6.31,2017-11-08T21:16:20.219537+00:00,3.86207,therms
PG&E,G1 T Residential Service,11/1/16,11/16/16,16,11/17/16,,4.38,2017-11-08T21:16:27.430415+00:00,2.66667,therms
PG&E,G1 T Residential Service,10/18/16,10/31/16,14,11/17/16,,3.64,2017-11-08T21:16:27.375466+00:00,2.33333,therms
PG&E,G1 T Residential Service,10/1/16,10/17/16,17,10/18/16,,3.42,2017-11-08T21:16:34.814253+00:00,2.19355,therms
PG&E,G1 T Residential Service,9/17/16,9/30/16,14,10/18/16,,2.63,2017-11-08T21:16:34.755095+00:00,1.80645,therms
PG&E,G1 T Residential Service,9/1/16,9/16/16,16,9/18/16,,3.02,2017-11-08T21:16:41.749430+00:00,2.06452,therms
PG&E,G1 T Residential Service,8/17/16,8/31/16,15,9/18/16,,2.86,2017-11-08T21:16:41.654420+00:00,1.93548,therms
PG&E,G1 T Residential Service,8/1/16,8/16/16,16,8/18/16,,3.26,2017-11-08T21:16:49.078075+00:00,2.2069,therms
PG&E,G1 T Residential Service,7/19/16,7/31/16,13,8/18/16,,2.28,2017-11-08T21:16:49.014965+00:00,1.7931,therms
PG&E,G1 T Residential Service,7/1/16,7/18/16,18,7/19/16,,4.29,2017-11-08T21:16:56.012827+00:00,3.375,therms
PG&E,G1 T Residential Service,6/17/16,6/30/16,14,7/19/16,,3.16,2017-11-08T21:16:55.941075+00:00,2.625,therms
PG&E,G1 T Residential Service,6/1/16,6/16/16,16,6/17/16,,2.58,2017-11-08T21:17:03.070720+00:00,2.13333,therms
PG&E,G1 T Residential Service,5/18/16,5/31/16,14,6/17/16,,2.36,2017-11-08T21:17:03.010678+00:00,1.86667,therms
PG&E,G1 T Residential Service,5/1/16,5/17/16,17,5/18/16,,5.19,2017-11-08T21:17:10.296451+00:00,4.10345,therms
PG&E,G1 T Residential Service,4/19/16,4/30/16,12,5/18/16,,3.57,2017-11-08T21:17:10.242797+00:00,2.89655,therms
PG&E,G1 T Residential Service,4/1/16,4/18/16,18,4/19/16,,5.54,2017-11-08T21:17:17.846461+00:00,4.5,therms
PG&E,G1 T Residential Service,3/18/16,3/31/16,14,4/19/16,,4,2017-11-08T21:17:17.789394+00:00,3.5,therms
PG&E,G1 T Residential Service,3/1/16,3/17/16,17,3/18/16,,4.04,2017-11-08T21:17:31.583413+00:00,3.51724,therms
PG&E,G1 T Residential Service,2/18/16,2/29/16,12,3/18/16,,3.56,2017-11-08T21:17:31.520290+00:00,2.48276,therms
PG&E,G1 T Residential Service,2/1/16,2/17/16,17,2/18/16,,8.86,2017-11-08T21:17:38.780353+00:00,6.18182,therms
PG&E,G1 T Residential Service,1/16/16,1/31/16,16,2/18/16,,8.15,2017-11-08T21:17:38.719710+00:00,5.81818,therms
PG&E,G1 T Residential Service,1/1/16,1/15/16,15,1/17/16,,9.09,2017-11-08T21:17:46.159422+00:00,6.5,therms
PG&E,G1 T Residential Service,12/17/15,12/31/15,15,1/17/16,,8.64,2017-11-08T21:17:46.102144+00:00,6.5,therms
PG&E,G1 T Residential Service,12/1/15,12/16/15,16,12/17/15,,6.61,2017-11-08T21:17:53.532534+00:00,4.96552,therms
PG&E,G1 T Residential Service,11/18/15,11/30/15,13,12/17/15,,5.34,2017-11-08T21:17:53.434442+00:00,4.03448,therms
PG&E,G1 T Residential Service,11/1/15,11/17/15,17,11/18/15,,5.61,2017-11-08T21:18:02.561094+00:00,4.25,therms
PG&E,G1 T Residential Service,10/17/15,10/31/15,15,11/18/15,,4.72,2017-11-08T21:18:02.463639+00:00,3.75,therms
