utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,9/1/17,9/18/17,18,9/19/17,,3.77,2017-11-08T21:15:15.206469+00:00,2.8125,therms
PG&E,G1 T Residential Service,8/18/17,8/31/17,14,9/19/17,,3.07,2017-11-08T21:15:15.157769+00:00,2.1875,therms
PG&E,G1 T Residential Service,8/1/17,8/17/17,17,8/18/17,,3.17,2017-11-08T21:15:22.350634+00:00,2.26667,therms
PG&E,G1 T Residential Service,7/19/17,7/31/17,13,8/18/17,,2.42,2017-11-08T21:15:22.298585+00:00,1.73333,therms
PG&E,G1 T Residential Service,7/1/17,7/18/17,18,7/19/17,,3.12,2017-11-08T21:15:29.945644+00:00,2.25,therms
PG&E,G1 T Residential Service,6/17/17,6/30/17,14,7/19/17,,2.58,2017-11-08T21:15:29.892145+00:00,1.75,therms
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,3.94,2017-11-08T21:15:37.081101+00:00,2.66667,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,3.46,2017-11-08T21:15:37.027283+00:00,2.33333,therms
PG&E,G1 T Residential Service,5/1/17,5/17/17,17,5/18/17,,3.48,2017-11-08T21:15:44.558690+00:00,2.34483,therms
PG&E,G1 T Residential Service,4/19/17,4/30/17,12,5/18/17,,2.48,2017-11-08T21:15:44.505214+00:00,1.65517,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,5.08,2017-11-08T21:15:51.954303+00:00,3.375,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,3.89,2017-11-08T21:15:51.907371+00:00,2.625,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,5.88,2017-11-08T21:15:58.677082+00:00,3.96667,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,4.64,2017-11-08T21:15:58.619477+00:00,3.03333,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,8.68,2017-11-08T21:16:06.214611+00:00,5.68966,therms
PG&E,G1 T Residential Service,1/18/17,1/31/17,14,2/16/17,,8.15,2017-11-08T21:16:06.161631+00:00,5.31035,therms
PG&E,G1 T Residential Service,1/1/17,1/17/17,17,1/18/17,,13.46,2017-11-08T21:16:13.215471+00:00,8.75758,therms
PG&E,G1 T Residential Service,12/16/16,12/31/16,16,1/18/17,,12.91,2017-11-08T21:16:13.099381+00:00,8.24242,therms
PG&E,G1 T Residential Service,12/1/16,12/15/16,15,12/16/16,,6.48,2017-11-08T21:16:20.280004+00:00,4.13793,therms
