utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,10/1/17,10/17/17,17,10/18/17,,15.45,2017-10-29T18:11:27.597170+00:00,11.13793,therms
PG&E,G1 T Residential Service,9/19/17,9/30/17,12,10/18/17,,10.53,2017-10-29T18:11:27.548404+00:00,7.86207,therms
PG&E,G1 T Residential Service,9/1/17,9/18/17,18,9/19/17,,14.33,2017-10-29T18:11:34.267316+00:00,10.6875,therms
PG&E,G1 T Residential Service,8/18/17,8/31/17,14,9/19/17,,11.65,2017-10-29T18:11:34.216122+00:00,8.3125,therms
PG&E,G1 T Residential Service,8/1/17,8/17/17,17,8/18/17,,19,2017-10-29T18:11:41.246455+00:00,13.03333,therms
PG&E,G1 T Residential Service,7/19/17,7/31/17,13,8/18/17,,14.44,2017-10-29T18:11:41.193224+00:00,9.96667,therms
PG&E,G1 T Residential Service,7/1/17,7/18/17,18,7/19/17,,20.5,2017-10-29T18:11:48.169845+00:00,14.0625,therms
PG&E,G1 T Residential Service,6/17/17,6/30/17,14,7/19/17,,16.82,2017-10-29T18:11:48.116472+00:00,10.9375,therms
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,30.74,2017-10-29T18:11:55.302985+00:00,18.13333,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,27.02,2017-10-29T18:11:55.245292+00:00,15.86667,therms
PG&E,G1 T Residential Service,5/1/17,5/17/17,17,5/18/17,,31.77,2017-10-29T18:12:02.486357+00:00,18.75862,therms
PG&E,G1 T Residential Service,4/19/17,4/30/17,12,5/18/17,,22.76,2017-10-29T18:12:02.429803+00:00,13.24138,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,45.45,2017-10-29T18:12:09.681387+00:00,25.3125,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,29.18,2017-10-29T18:12:09.623902+00:00,19.6875,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,75.72,2017-10-29T18:12:16.916897+00:00,45.33333,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,59.45,2017-10-29T18:12:16.863935+00:00,34.66667,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,99.7,2017-10-29T18:12:24.030774+00:00,54.82759,therms
PG&E,G1 T Residential Service,1/18/17,1/31/17,14,2/16/17,,93.65,2017-10-29T18:12:23.975769+00:00,51.17241,therms
PG&E,G1 T Residential Service,1/1/17,1/17/17,17,1/18/17,,109.77,2017-10-29T18:12:30.694186+00:00,60.27273,therms
PG&E,G1 T Residential Service,12/16/16,12/31/16,16,1/18/17,,106.41,2017-10-29T18:12:30.634911+00:00,56.72727,therms
PG&E,G1 T Residential Service,12/1/16,12/15/16,15,12/16/16,,94.3,2017-10-29T18:12:37.778563+00:00,50.68966,therms
PG&E,G1 T Residential Service,11/17/16,11/30/16,14,12/16/16,,91.28,2017-10-29T18:12:37.727241+00:00,47.31035,therms
PG&E,G1 T Residential Service,11/1/16,11/16/16,16,11/17/16,,34.89,2017-10-29T18:12:44.982136+00:00,21.33333,therms
PG&E,G1 T Residential Service,10/18/16,10/31/16,14,11/17/16,,34.72,2017-10-29T18:12:44.926405+00:00,18.66667,therms
PG&E,G1 T Residential Service,10/1/16,10/17/16,17,10/18/16,,35.77,2017-10-29T18:12:52.251050+00:00,19.74194,therms
PG&E,G1 T Residential Service,9/17/16,9/30/16,14,10/18/16,,27.87,2017-10-29T18:12:52.196307+00:00,16.25807,therms
PG&E,G1 T Residential Service,9/1/16,9/16/16,16,9/18/16,,28.7,2017-10-29T18:13:01.790652+00:00,17.06667,therms
PG&E,G1 T Residential Service,8/18/16,8/31/16,14,9/18/16,,25.34,2017-10-29T18:13:01.730691+00:00,14.93333,therms
PG&E,G1 T Residential Service,8/1/16,8/17/16,17,8/18/16,,31.97,2017-10-29T18:13:06.837699+00:00,18.7,therms
PG&E,G1 T Residential Service,7/19/16,7/31/16,13,8/18/16,,20.99,2017-10-29T18:13:06.778397+00:00,14.3,therms
PG&E,G1 T Residential Service,7/1/16,7/18/16,18,7/19/16,,28.85,2017-10-29T18:13:13.463889+00:00,19.6875,therms
PG&E,G1 T Residential Service,6/17/16,6/30/16,14,7/19/16,,21.42,2017-10-29T18:13:13.403355+00:00,15.3125,therms
PG&E,G1 T Residential Service,6/1/16,6/16/16,16,6/17/16,,26.5,2017-10-29T18:13:20.866259+00:00,18.66667,therms
PG&E,G1 T Residential Service,5/18/16,5/31/16,14,6/17/16,,24.18,2017-10-29T18:13:20.807445+00:00,16.33333,therms
PG&E,G1 T Residential Service,5/1/16,5/17/16,17,5/18/16,,34.81,2017-10-29T18:13:27.560944+00:00,22.86207,therms
PG&E,G1 T Residential Service,4/19/16,4/30/16,12,5/18/16,,24.03,2017-10-29T18:13:27.506468+00:00,16.13793,therms
PG&E,G1 T Residential Service,4/1/16,4/18/16,18,4/19/16,,51.82,2017-10-29T18:13:34.670532+00:00,33.1875,therms
PG&E,G1 T Residential Service,3/18/16,3/31/16,14,4/19/16,,29.92,2017-10-29T18:13:34.608300+00:00,25.8125,therms
PG&E,G1 T Residential Service,3/1/16,3/17/16,17,3/18/16,,53.52,2017-10-29T18:13:41.776740+00:00,41.62069,therms
PG&E,G1 T Residential Service,2/18/16,2/29/16,12,3/18/16,,46.28,2017-10-29T18:13:41.720871+00:00,29.37931,therms
PG&E,G1 T Residential Service,2/1/16,2/17/16,17,2/18/16,,89,2017-10-29T18:13:48.771747+00:00,53.57576,therms
PG&E,G1 T Residential Service,1/16/16,1/31/16,16,2/18/16,,81.99,2017-10-29T18:13:48.714351+00:00,50.42424,therms
PG&E,G1 T Residential Service,1/1/16,1/15/16,15,1/17/16,,32.17,2017-10-29T18:13:55.727920+00:00,23,therms
PG&E,G1 T Residential Service,12/17/15,12/31/15,15,1/17/16,,30.61,2017-10-29T18:13:55.665548+00:00,23,therms
PG&E,G1 T Residential Service,12/1/15,12/16/15,16,12/17/15,,88.44,2017-10-29T18:14:03.139506+00:00,56.27586,therms
PG&E,G1 T Residential Service,11/18/15,11/30/15,13,12/17/15,,71.37,2017-10-29T18:14:03.074716+00:00,45.72414,therms
PG&E,G1 T Residential Service,11/1/15,11/17/15,17,11/18/15,,43.74,2017-10-29T18:14:09.920867+00:00,32.40625,therms
PG&E,G1 T Residential Service,10/17/15,10/31/15,15,11/18/15,,45.18,2017-10-29T18:14:09.861689+00:00,28.59375,therms
