utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,10/1/17,10/17/17,17,10/18/17,,24.29,2017-10-29T18:12:07.079786+00:00,15.82759,therms
PG&E,G1 T Residential Service,9/19/17,9/30/17,12,10/18/17,,16.65,2017-10-29T18:12:07.030049+00:00,11.17241,therms
PG&E,G1 T Residential Service,9/1/17,9/18/17,18,9/19/17,,12.07,2017-10-29T18:12:13.789086+00:00,9,therms
PG&E,G1 T Residential Service,8/18/17,8/31/17,14,9/19/17,,9.81,2017-10-29T18:12:13.746241+00:00,7,therms
PG&E,G1 T Residential Service,8/1/17,8/17/17,17,8/18/17,,19,2017-10-29T18:12:35.005328+00:00,13.03333,therms
PG&E,G1 T Residential Service,7/19/17,7/31/17,13,8/18/17,,14.44,2017-10-29T18:12:34.954142+00:00,9.96667,therms
PG&E,G1 T Residential Service,7/1/17,7/18/17,18,7/19/17,,22.7,2017-10-29T18:12:42.281250+00:00,15.1875,therms
PG&E,G1 T Residential Service,6/17/17,6/30/17,14,7/19/17,,18.62,2017-10-29T18:12:42.229472+00:00,11.8125,therms
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,26.38,2017-10-29T18:13:13.370364+00:00,16,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,23.2,2017-10-29T18:13:13.318634+00:00,14,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,32.61,2017-10-29T18:14:13.032840+00:00,19.125,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,22.05,2017-10-29T18:14:12.981455+00:00,14.875,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,36.11,2017-10-29T18:14:20.017887+00:00,24.36667,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,28.44,2017-10-29T18:14:19.960891+00:00,18.63333,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,37.89,2017-10-29T18:14:27.190743+00:00,24.82759,therms
PG&E,G1 T Residential Service,1/18/17,1/31/17,14,2/16/17,,35.62,2017-10-29T18:14:27.109260+00:00,23.17241,therms
PG&E,G1 T Residential Service,1/1/17,1/17/17,17,1/18/17,,63.02,2017-10-29T18:14:33.991283+00:00,38.12121,therms
PG&E,G1 T Residential Service,12/16/16,12/31/16,16,1/18/17,,60.72,2017-10-29T18:14:33.936580+00:00,35.87879,therms
PG&E,G1 T Residential Service,12/1/16,12/15/16,15,12/16/16,,41.33,2017-10-29T18:14:41.161012+00:00,26.37931,therms
PG&E,G1 T Residential Service,11/17/16,11/30/16,14,12/16/16,,40.26,2017-10-29T18:14:41.100367+00:00,24.62069,therms
PG&E,G1 T Residential Service,11/1/16,11/16/16,16,11/17/16,,22.69,2017-10-29T18:14:48.303230+00:00,13.86667,therms
PG&E,G1 T Residential Service,10/18/16,10/31/16,14,11/17/16,,20.45,2017-10-29T18:14:48.251379+00:00,12.13333,therms
PG&E,G1 T Residential Service,10/1/16,10/17/16,17,10/18/16,,22.6,2017-10-29T18:14:55.528862+00:00,13.70968,therms
PG&E,G1 T Residential Service,9/17/16,9/30/16,14,10/18/16,,17.51,2017-10-29T18:14:55.474066+00:00,11.29032,therms
PG&E,G1 T Residential Service,9/1/16,9/16/16,16,9/18/16,,22.04,2017-10-29T18:15:03.241390+00:00,13.86667,therms
PG&E,G1 T Residential Service,8/18/16,8/31/16,14,9/18/16,,19.45,2017-10-29T18:15:02.969379+00:00,12.13333,therms
PG&E,G1 T Residential Service,8/1/16,8/17/16,17,8/18/16,,17.68,2017-10-29T18:15:10.230638+00:00,11.9,therms
PG&E,G1 T Residential Service,7/19/16,7/31/16,13,8/18/16,,11.64,2017-10-29T18:15:10.172404+00:00,9.1,therms
PG&E,G1 T Residential Service,7/1/16,7/18/16,18,7/19/16,,10.72,2017-10-29T18:15:17.066855+00:00,8.4375,therms
PG&E,G1 T Residential Service,6/17/16,6/30/16,14,7/19/16,,7.9,2017-10-29T18:15:17.009325+00:00,6.5625,therms
PG&E,G1 T Residential Service,6/1/16,6/16/16,16,6/17/16,,18.19,2017-10-29T18:15:24.664609+00:00,13.86667,therms
PG&E,G1 T Residential Service,5/18/16,5/31/16,14,6/17/16,,16.66,2017-10-29T18:15:24.597262+00:00,12.13333,therms
PG&E,G1 T Residential Service,5/1/16,5/17/16,17,5/18/16,,20.09,2017-10-29T18:15:31.720623+00:00,14.65517,therms
PG&E,G1 T Residential Service,4/19/16,4/30/16,12,5/18/16,,13.83,2017-10-29T18:15:31.667691+00:00,10.34483,therms
PG&E,G1 T Residential Service,4/1/16,4/18/16,18,4/19/16,,28.09,2017-10-29T18:15:38.737361+00:00,19.6875,therms
PG&E,G1 T Residential Service,3/18/16,3/31/16,14,4/19/16,,17.51,2017-10-29T18:15:38.669647+00:00,15.3125,therms
PG&E,G1 T Residential Service,3/1/16,3/17/16,17,3/18/16,,22.8,2017-10-29T18:15:45.593108+00:00,19.93103,therms
PG&E,G1 T Residential Service,2/18/16,2/29/16,12,3/18/16,,20.18,2017-10-29T18:15:45.521003+00:00,14.06897,therms
PG&E,G1 T Residential Service,2/1/16,2/17/16,17,2/18/16,,33.23,2017-10-29T18:15:52.642297+00:00,23.18182,therms
PG&E,G1 T Residential Service,1/16/16,1/31/16,16,2/18/16,,30.52,2017-10-29T18:15:52.576163+00:00,21.81818,therms
PG&E,G1 T Residential Service,1/1/16,1/15/16,15,1/17/16,,40.74,2017-10-29T18:15:59.745479+00:00,28.5,therms
PG&E,G1 T Residential Service,12/17/15,12/31/15,15,1/17/16,,38.73,2017-10-29T18:15:59.625802+00:00,28.5,therms
PG&E,G1 T Residential Service,12/1/15,12/16/15,16,12/17/15,,30.85,2017-10-29T18:16:07.534498+00:00,23.17241,therms
PG&E,G1 T Residential Service,11/18/15,11/30/15,13,12/17/15,,24.86,2017-10-29T18:16:07.464860+00:00,18.82759,therms
