utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,7/1/17,7/18/17,18,7/19/17,,12.52,2017-07-24T16:04:17.093891+00:00,9,therms
PG&E,G1 T Residential Service,6/17/17,6/30/17,14,7/19/17,,10.29,2017-07-24T16:04:17.042868+00:00,7,therms
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,16.57,2017-07-24T16:04:24.482711+00:00,11.2,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,14.56,2017-07-24T16:04:24.434307+00:00,9.8,therms
PG&E,G1 T Residential Service,5/1/17,5/17/17,17,5/18/17,,17.33,2017-07-24T16:04:31.263289+00:00,11.72414,therms
PG&E,G1 T Residential Service,4/19/17,4/30/17,12,5/18/17,,12.44,2017-07-24T16:04:31.214080+00:00,8.27586,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,32.61,2017-07-24T16:04:38.784002+00:00,19.125,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,22.05,2017-07-24T16:04:38.741173+00:00,14.875,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,34.44,2017-07-24T16:04:45.719969+00:00,23.23333,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,27.12,2017-07-24T16:04:45.668651+00:00,17.76667,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,40.26,2017-07-24T16:04:52.789535+00:00,26.37931,therms
PG&E,G1 T Residential Service,1/18/17,1/31/17,14,2/16/17,,37.86,2017-07-24T16:04:52.735556+00:00,24.62069,therms
PG&E,G1 T Residential Service,1/1/17,1/17/17,17,1/18/17,,80.42,2017-07-24T16:04:59.730048+00:00,46.36364,therms
PG&E,G1 T Residential Service,12/16/16,12/31/16,16,1/18/17,,77.72,2017-07-24T16:04:59.676377+00:00,43.63636,therms
PG&E,G1 T Residential Service,12/1/16,12/15/16,15,12/16/16,,24.31,2017-07-24T16:05:07.591688+00:00,15.51724,therms
PG&E,G1 T Residential Service,11/17/16,11/30/16,14,12/16/16,,23.7,2017-07-24T16:05:07.530707+00:00,14.48276,therms
PG&E,G1 T Residential Service,11/1/16,11/16/16,16,11/17/16,,18.32,2017-07-24T16:05:15.019223+00:00,11.2,therms
PG&E,G1 T Residential Service,10/18/16,10/31/16,14,11/17/16,,15.36,2017-07-24T16:05:14.955691+00:00,9.8,therms
PG&E,G1 T Residential Service,10/1/16,10/17/16,17,10/18/16,,16.25,2017-07-24T16:05:22.337144+00:00,10.41936,therms
PG&E,G1 T Residential Service,9/17/16,9/30/16,14,10/18/16,,12.54,2017-07-24T16:05:22.278116+00:00,8.58065,therms
PG&E,G1 T Residential Service,9/1/16,9/16/16,16,9/18/16,,14.03,2017-07-24T16:05:29.583586+00:00,9.6,therms
PG&E,G1 T Residential Service,8/18/16,8/31/16,14,9/18/16,,12.4,2017-07-24T16:05:29.525585+00:00,8.4,therms
PG&E,G1 T Residential Service,8/1/16,8/17/16,17,8/18/16,,16.74,2017-07-24T16:05:37.076027+00:00,11.33333,therms
PG&E,G1 T Residential Service,7/19/16,7/31/16,13,8/18/16,,11.02,2017-07-24T16:05:37.016061+00:00,8.66667,therms
PG&E,G1 T Residential Service,7/1/16,7/18/16,18,7/19/16,,13.59,2017-07-24T16:05:44.670211+00:00,10.6875,therms
PG&E,G1 T Residential Service,6/17/16,6/30/16,14,7/19/16,,10.01,2017-07-24T16:05:44.612099+00:00,8.3125,therms
PG&E,G1 T Residential Service,6/1/16,6/16/16,16,6/17/16,,10.28,2017-07-24T16:05:52.095497+00:00,8.53333,therms
PG&E,G1 T Residential Service,5/18/16,5/31/16,14,6/17/16,,9.45,2017-07-24T16:05:52.038616+00:00,7.46667,therms
PG&E,G1 T Residential Service,5/1/16,5/17/16,17,5/18/16,,14.83,2017-07-24T16:06:00.402781+00:00,11.72414,therms
PG&E,G1 T Residential Service,4/19/16,4/30/16,12,5/18/16,,10.2,2017-07-24T16:06:00.351342+00:00,8.27586,therms
PG&E,G1 T Residential Service,4/1/16,4/18/16,18,4/19/16,,16.21,2017-07-24T16:06:08.248833+00:00,12.9375,therms
PG&E,G1 T Residential Service,3/18/16,3/31/16,14,4/19/16,,11.51,2017-07-24T16:06:08.190303+00:00,10.0625,therms
PG&E,G1 T Residential Service,3/1/16,3/17/16,17,3/18/16,,24.15,2017-07-24T16:06:15.651221+00:00,21.10345,therms
PG&E,G1 T Residential Service,2/18/16,2/29/16,12,3/18/16,,21.35,2017-07-24T16:06:15.589993+00:00,14.89655,therms
PG&E,G1 T Residential Service,2/1/16,2/17/16,17,2/18/16,,38.41,2017-07-24T16:06:24.333372+00:00,26.78788,therms
PG&E,G1 T Residential Service,1/16/16,1/31/16,16,2/18/16,,35.28,2017-07-24T16:06:24.273273+00:00,25.21212,therms
PG&E,G1 T Residential Service,1/1/16,1/15/16,15,1/17/16,,13.99,2017-07-24T16:06:31.459934+00:00,10,therms
PG&E,G1 T Residential Service,12/17/15,12/31/15,15,1/17/16,,13.31,2017-07-24T16:06:31.399012+00:00,10,therms
PG&E,G1 T Residential Service,12/1/15,12/16/15,16,12/17/15,,46.24,2017-07-24T16:06:38.840160+00:00,33.10345,therms
PG&E,G1 T Residential Service,11/18/15,11/30/15,13,12/17/15,,37.28,2017-07-24T16:06:38.773713+00:00,26.89655,therms
PG&E,G1 T Residential Service,11/1/15,11/17/15,17,11/18/15,,23.85,2017-07-24T16:06:46.136877+00:00,18.0625,therms
PG&E,G1 T Residential Service,10/17/15,10/31/15,15,11/18/15,,23.08,2017-07-24T16:06:46.070356+00:00,15.9375,therms
PG&E,G1 T Residential Service,10/1/15,10/16/15,16,10/18/15,,11.78,2017-07-24T16:06:53.395036+00:00,9.37931,therms
PG&E,G1 T Residential Service,9/18/15,9/30/15,13,10/18/15,,9.58,2017-07-24T16:06:53.334024+00:00,7.62069,therms
PG&E,G1 T Residential Service,9/1/15,9/17/15,17,9/18/15,,12.82,2017-07-24T16:07:00.431610+00:00,10.2,therms
PG&E,G1 T Residential Service,8/19/15,8/31/15,13,9/18/15,,10.45,2017-07-24T16:07:00.364733+00:00,7.8,therms
PG&E,G1 T Residential Service,8/1/15,8/18/15,18,8/19/15,,15.07,2017-07-24T16:07:07.880040+00:00,11.25,therms
PG&E,G1 T Residential Service,7/18/15,7/31/15,14,8/19/15,,10.98,2017-07-24T16:07:07.818596+00:00,8.75,therms
