utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,10/1/17,10/17/17,17,10/18/17,,13,2017-11-08T21:19:09.422063+00:00,9.37931,therms
PG&E,G1 T Residential Service,9/19/17,9/30/17,12,10/18/17,,8.89,2017-11-08T21:19:09.374513+00:00,6.62069,therms
PG&E,G1 T Residential Service,9/1/17,9/18/17,18,9/19/17,,12.07,2017-11-08T21:19:16.453295+00:00,9,therms
PG&E,G1 T Residential Service,8/18/17,8/31/17,14,9/19/17,,9.81,2017-11-08T21:19:16.402391+00:00,7,therms
PG&E,G1 T Residential Service,8/1/17,8/17/17,17,8/18/17,,12.71,2017-11-08T21:19:24.038707+00:00,9.06667,therms
PG&E,G1 T Residential Service,7/19/17,7/31/17,13,8/18/17,,9.65,2017-11-08T21:19:23.987013+00:00,6.93333,therms
PG&E,G1 T Residential Service,7/1/17,7/18/17,18,7/19/17,,12.52,2017-11-08T21:19:30.336921+00:00,9,therms
PG&E,G1 T Residential Service,6/17/17,6/30/17,14,7/19/17,,10.29,2017-11-08T21:19:30.293916+00:00,7,therms
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,14.12,2017-11-08T21:19:37.589324+00:00,9.6,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,12.43,2017-11-08T21:19:37.536242+00:00,8.4,therms
PG&E,G1 T Residential Service,5/1/17,5/17/17,17,5/18/17,,20.93,2017-11-08T21:19:54.581791+00:00,13.48276,therms
PG&E,G1 T Residential Service,4/19/17,4/30/17,12,5/18/17,,15.01,2017-11-08T21:19:54.526218+00:00,9.51724,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,22.1,2017-11-08T21:20:02.127261+00:00,14.0625,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,16.22,2017-11-08T21:20:02.059594+00:00,10.9375,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,29.39,2017-11-08T21:20:08.993272+00:00,19.83333,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,23.14,2017-11-08T21:20:08.929534+00:00,15.16667,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,27.65,2017-11-08T21:20:15.923364+00:00,18.10345,therms
PG&E,G1 T Residential Service,1/18/17,1/31/17,14,2/16/17,,25.98,2017-11-08T21:20:15.852967+00:00,16.89655,therms
PG&E,G1 T Residential Service,1/1/17,1/17/17,17,1/18/17,,52.15,2017-11-08T21:20:23.410466+00:00,32.9697,therms
PG&E,G1 T Residential Service,12/16/16,12/31/16,16,1/18/17,,50.11,2017-11-08T21:20:23.342273+00:00,31.0303,therms
PG&E,G1 T Residential Service,12/1/16,12/15/16,15,12/16/16,,39.7,2017-11-08T21:20:30.566452+00:00,25.34483,therms
PG&E,G1 T Residential Service,11/17/16,11/30/16,14,12/16/16,,38.68,2017-11-08T21:20:30.508780+00:00,23.65517,therms
PG&E,G1 T Residential Service,11/1/16,11/16/16,16,11/17/16,,20.94,2017-11-08T21:20:37.900277+00:00,12.8,therms
PG&E,G1 T Residential Service,10/18/16,10/31/16,14,11/17/16,,18.42,2017-11-08T21:20:37.825936+00:00,11.2,therms
PG&E,G1 T Residential Service,10/1/16,10/17/16,17,10/18/16,,20.2,2017-11-08T21:20:45.435819+00:00,12.6129,therms
PG&E,G1 T Residential Service,9/17/16,9/30/16,14,10/18/16,,15.64,2017-11-08T21:20:45.283375+00:00,10.3871,therms
PG&E,G1 T Residential Service,9/1/16,9/16/16,16,9/18/16,,17.57,2017-11-08T21:20:51.855383+00:00,11.73333,therms
PG&E,G1 T Residential Service,8/18/16,8/31/16,14,9/18/16,,15.54,2017-11-08T21:20:51.722465+00:00,10.26667,therms
PG&E,G1 T Residential Service,8/1/16,8/17/16,17,8/18/16,,21.27,2017-11-08T21:20:59.250169+00:00,13.6,therms
PG&E,G1 T Residential Service,7/19/16,7/31/16,13,8/18/16,,13.99,2017-11-08T21:20:59.185785+00:00,10.4,therms
PG&E,G1 T Residential Service,7/1/16,7/18/16,18,7/19/16,,27.85,2017-11-08T21:21:07.038215+00:00,19.125,therms
PG&E,G1 T Residential Service,6/17/16,6/30/16,14,7/19/16,,20.66,2017-11-08T21:21:06.909519+00:00,14.875,therms
PG&E,G1 T Residential Service,6/1/16,6/16/16,16,6/17/16,,24.65,2017-11-08T21:21:13.417869+00:00,17.6,therms
PG&E,G1 T Residential Service,5/18/16,5/31/16,14,6/17/16,,22.51,2017-11-08T21:21:13.357324+00:00,15.4,therms
PG&E,G1 T Residential Service,5/1/16,5/17/16,17,5/18/16,,35.84,2017-11-08T21:21:21.302384+00:00,23.44828,therms
PG&E,G1 T Residential Service,4/19/16,4/30/16,12,5/18/16,,24.75,2017-11-08T21:21:21.233940+00:00,16.55172,therms
PG&E,G1 T Residential Service,4/1/16,4/18/16,18,4/19/16,,38.96,2017-11-08T21:21:27.610780+00:00,25.875,therms
PG&E,G1 T Residential Service,3/18/16,3/31/16,14,4/19/16,,23.02,2017-11-08T21:21:27.549116+00:00,20.125,therms
