utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,10/1/17,10/17/17,17,10/18/17,,40.34,2017-10-29T19:04:12.684907+00:00,24.03448,therms
PG&E,G1 T Residential Service,9/19/17,9/30/17,12,10/18/17,,27.7,2017-10-29T19:04:12.620651+00:00,16.96552,therms
PG&E,G1 T Residential Service,9/1/17,9/18/17,18,9/19/17,,28.4,2017-10-29T19:04:19.503022+00:00,18.5625,therms
PG&E,G1 T Residential Service,8/18/17,8/31/17,14,9/19/17,,22.97,2017-10-29T19:04:19.452817+00:00,14.4375,therms
PG&E,G1 T Residential Service,8/1/17,8/17/17,17,8/18/17,,34.65,2017-10-29T19:04:26.630719+00:00,20.96667,therms
PG&E,G1 T Residential Service,7/19/17,7/31/17,13,8/18/17,,26.34,2017-10-29T19:04:26.578909+00:00,16.03333,therms
PG&E,G1 T Residential Service,7/1/17,7/18/17,18,7/19/17,,32.64,2017-10-29T19:04:33.507289+00:00,20.25,therms
PG&E,G1 T Residential Service,6/17/17,6/30/17,14,7/19/17,,26.65,2017-10-29T19:04:33.452503+00:00,15.75,therms
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,39.46,2017-10-29T19:04:40.472681+00:00,22.4,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,34.69,2017-10-29T19:04:40.417266+00:00,19.6,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,70,2017-10-29T19:05:03.225584+00:00,37.125,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,44.98,2017-10-29T19:05:03.167173+00:00,28.875,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,71.46,2017-10-29T19:05:42.251070+00:00,41.37931,therms
PG&E,G1 T Residential Service,1/18/17,1/31/17,14,2/16/17,,67.15,2017-10-29T19:05:42.196682+00:00,38.62069,therms
PG&E,G1 T Residential Service,1/1/17,1/17/17,17,1/18/17,,91.29,2017-10-29T19:05:49.221938+00:00,51.51515,therms
PG&E,G1 T Residential Service,12/16/16,12/31/16,16,1/18/17,,88.35,2017-10-29T19:05:49.173490+00:00,48.48485,therms
PG&E,G1 T Residential Service,12/1/16,12/15/16,15,12/16/16,,59.16,2017-10-29T19:05:56.247546+00:00,34.65517,therms
