utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,10/1/17,10/17/17,17,10/18/17,,4.06,2017-11-08T21:17:55.733759+00:00,2.93103,therms
PG&E,G1 T Residential Service,9/19/17,9/30/17,12,10/18/17,,2.79,2017-11-08T21:17:55.679782+00:00,2.06897,therms
PG&E,G1 T Residential Service,8/1/17,8/17/17,17,8/18/17,,3.97,2017-11-08T21:18:11.759393+00:00,2.83333,therms
PG&E,G1 T Residential Service,7/19/17,7/31/17,13,8/18/17,,3.02,2017-11-08T21:18:11.698502+00:00,2.16667,therms
PG&E,G1 T Residential Service,7/1/17,7/18/17,18,7/19/17,,3.91,2017-11-08T21:18:18.405549+00:00,2.8125,therms
PG&E,G1 T Residential Service,6/17/17,6/30/17,14,7/19/17,,3.22,2017-11-08T21:18:18.351748+00:00,2.1875,therms
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,3.94,2017-11-08T21:18:25.491417+00:00,2.66667,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,3.46,2017-11-08T21:18:25.429987+00:00,2.33333,therms
PG&E,G1 T Residential Service,5/1/17,5/17/17,17,5/18/17,,8.67,2017-11-08T21:18:32.273411+00:00,5.86207,therms
PG&E,G1 T Residential Service,4/19/17,4/30/17,12,5/18/17,,6.23,2017-11-08T21:18:32.213105+00:00,4.13793,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,10.15,2017-11-08T21:18:39.375320+00:00,6.75,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,7.78,2017-11-08T21:18:39.329751+00:00,5.25,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,12.59,2017-11-08T21:18:46.218712+00:00,8.5,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,9.92,2017-11-08T21:18:46.168334+00:00,6.5,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,13.42,2017-11-08T21:18:53.359620+00:00,8.7931,therms
PG&E,G1 T Residential Service,1/18/17,1/31/17,14,2/16/17,,12.62,2017-11-08T21:18:53.262269+00:00,8.2069,therms
PG&E,G1 T Residential Service,1/1/17,1/17/17,17,1/18/17,,12.66,2017-11-08T21:19:00.220993+00:00,8.24242,therms
PG&E,G1 T Residential Service,12/16/16,12/31/16,16,1/18/17,,12.16,2017-11-08T21:19:00.159765+00:00,7.75758,therms
PG&E,G1 T Residential Service,12/1/16,12/15/16,15,12/16/16,,7.3,2017-11-08T21:19:08.427737+00:00,4.65517,therms
PG&E,G1 T Residential Service,11/17/16,11/30/16,14,12/16/16,,7.11,2017-11-08T21:19:08.371400+00:00,4.34483,therms
PG&E,G1 T Residential Service,11/1/16,11/16/16,16,11/17/16,,7.84,2017-11-08T21:19:14.971430+00:00,4.8,therms
PG&E,G1 T Residential Service,10/18/16,10/31/16,14,11/17/16,,6.55,2017-11-08T21:19:14.920493+00:00,4.2,therms
PG&E,G1 T Residential Service,10/1/16,10/17/16,17,10/18/16,,6.84,2017-11-08T21:19:22.122945+00:00,4.3871,therms
PG&E,G1 T Residential Service,9/17/16,9/30/16,14,10/18/16,,5.28,2017-11-08T21:19:22.069391+00:00,3.6129,therms
PG&E,G1 T Residential Service,9/1/16,9/16/16,16,9/18/16,,3.9,2017-11-08T21:19:28.952248+00:00,2.66667,therms
PG&E,G1 T Residential Service,8/18/16,8/31/16,14,9/18/16,,3.44,2017-11-08T21:19:28.895395+00:00,2.33333,therms
PG&E,G1 T Residential Service,8/1/16,8/17/16,17,8/18/16,,5.86,2017-11-08T21:19:36.087708+00:00,3.96667,therms
PG&E,G1 T Residential Service,7/19/16,7/31/16,13,8/18/16,,3.87,2017-11-08T21:19:36.034262+00:00,3.03333,therms
PG&E,G1 T Residential Service,7/1/16,7/18/16,18,7/19/16,,3.58,2017-11-08T21:19:43.105121+00:00,2.8125,therms
PG&E,G1 T Residential Service,6/17/16,6/30/16,14,7/19/16,,2.64,2017-11-08T21:19:43.044460+00:00,2.1875,therms
PG&E,G1 T Residential Service,6/1/16,6/16/16,16,6/17/16,,4.5,2017-11-08T21:19:50.049673+00:00,3.73333,therms
PG&E,G1 T Residential Service,5/18/16,5/31/16,14,6/17/16,,4.15,2017-11-08T21:19:49.992282+00:00,3.26667,therms
PG&E,G1 T Residential Service,5/1/16,5/17/16,17,5/18/16,,5.19,2017-11-08T21:19:57.360347+00:00,4.10345,therms
PG&E,G1 T Residential Service,4/19/16,4/30/16,12,5/18/16,,3.57,2017-11-08T21:19:57.300196+00:00,2.89655,therms
PG&E,G1 T Residential Service,4/1/16,4/18/16,18,4/19/16,,9.02,2017-11-08T21:20:04.654985+00:00,7.3125,therms
PG&E,G1 T Residential Service,3/18/16,3/31/16,14,4/19/16,,6.49,2017-11-08T21:20:04.524337+00:00,5.6875,therms
PG&E,G1 T Residential Service,3/1/16,3/17/16,17,3/18/16,,5.37,2017-11-08T21:20:11.732161+00:00,4.68966,therms
PG&E,G1 T Residential Service,2/18/16,2/29/16,12,3/18/16,,4.75,2017-11-08T21:20:11.658458+00:00,3.31035,therms
PG&E,G1 T Residential Service,2/1/16,2/17/16,17,2/18/16,,9.61,2017-11-08T21:20:18.172941+00:00,6.69697,therms
PG&E,G1 T Residential Service,1/16/16,1/31/16,16,2/18/16,,8.82,2017-11-08T21:20:18.082436+00:00,6.30303,therms
PG&E,G1 T Residential Service,1/1/16,1/15/16,15,1/17/16,,11.88,2017-11-08T21:20:24.874574+00:00,8.5,therms
PG&E,G1 T Residential Service,12/17/15,12/31/15,15,1/17/16,,11.31,2017-11-08T21:20:24.810220+00:00,8.5,therms
PG&E,G1 T Residential Service,12/1/15,12/16/15,16,12/17/15,,6.61,2017-11-08T21:20:31.999035+00:00,4.96552,therms
PG&E,G1 T Residential Service,11/18/15,11/30/15,13,12/17/15,,5.34,2017-11-08T21:20:31.929232+00:00,4.03448,therms
