utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,4/1/16,4/18/16,18,4/19/16,,17.2,2017-10-30T17:18:51.394891+00:00,13.5,therms
PG&E,G1 T Residential Service,3/18/16,3/31/16,14,4/19/16,,12.01,2017-10-30T17:18:51.340043+00:00,10.5,therms
PG&E,G1 T Residential Service,3/1/16,3/17/16,17,3/18/16,,15.43,2017-10-30T17:18:58.455631+00:00,13.48276,therms
PG&E,G1 T Residential Service,2/18/16,2/29/16,12,3/18/16,,13.64,2017-10-30T17:18:58.394143+00:00,9.51724,therms
PG&E,G1 T Residential Service,2/1/16,2/17/16,17,2/18/16,,19.94,2017-10-30T17:19:05.328861+00:00,13.90909,therms
PG&E,G1 T Residential Service,1/16/16,1/31/16,16,2/18/16,,18.3,2017-10-30T17:19:05.274207+00:00,13.09091,therms
PG&E,G1 T Residential Service,1/1/16,1/15/16,15,1/17/16,,29.39,2017-10-30T17:19:12.227370+00:00,21,therms
PG&E,G1 T Residential Service,12/17/15,12/31/15,15,1/17/16,,27.94,2017-10-30T17:19:12.152652+00:00,21,therms
PG&E,G1 T Residential Service,12/1/15,12/16/15,16,12/17/15,,15.41,2017-10-30T17:20:19.658820+00:00,11.58621,therms
PG&E,G1 T Residential Service,11/18/15,11/30/15,13,12/17/15,,12.42,2017-10-30T17:20:19.588448+00:00,9.41379,therms
PG&E,G1 T Residential Service,11/1/15,11/17/15,17,11/18/15,,15.43,2017-10-30T17:19:31.409929+00:00,11.6875,therms
PG&E,G1 T Residential Service,10/17/15,10/31/15,15,11/18/15,,13.25,2017-10-30T17:19:31.340423+00:00,10.3125,therms
