utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,10.22,2017-11-08T21:19:09.713652+00:00,9.06667,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,8.99,2017-11-08T21:19:09.670668+00:00,7.93333,therms
PG&E,G1 T Residential Service,5/1/17,5/17/17,17,5/18/17,,11.29,2017-11-08T21:19:17.104594+00:00,9.96552,therms
PG&E,G1 T Residential Service,4/19/17,4/30/17,12,5/18/17,,8.1,2017-11-08T21:19:17.052480+00:00,7.03448,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,15.12,2017-11-08T21:19:24.170678+00:00,12.9375,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,11.43,2017-11-08T21:19:24.120999+00:00,10.0625,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,14.81,2017-11-08T21:19:30.785919+00:00,13.03333,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,11.65,2017-11-08T21:19:30.739156+00:00,9.96667,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,12.66,2017-11-08T21:19:37.756513+00:00,10.81967,therms
PG&E,G1 T Residential Service,1/1/17,1/31/17,31,2/16/17,,26.33,2017-11-08T21:19:37.711105+00:00,22.36066,therms
PG&E,G1 T Residential Service,12/17/16,12/31/16,15,2/16/17,,12.98,2017-11-08T21:19:37.664312+00:00,10.81967,therms
