utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,8.62,2017-07-10T18:29:01.460026+00:00,5.86667,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,7.59,2017-07-10T18:29:01.401207+00:00,5.13333,therms
PG&E,G1 T Residential Service,5/1/17,5/17/17,17,5/18/17,,11.27,2017-07-10T18:29:09.148249+00:00,7.62069,therms
PG&E,G1 T Residential Service,4/19/17,4/30/17,12,5/18/17,,8.09,2017-07-10T18:29:09.094528+00:00,5.37931,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,12.7,2017-07-10T18:29:16.192921+00:00,8.4375,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,9.73,2017-07-10T18:29:16.133402+00:00,6.5625,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,16.8,2017-07-10T18:29:23.212632+00:00,11.33333,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,13.23,2017-07-10T18:29:23.158270+00:00,8.66667,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,17.72,2017-07-10T18:29:32.418162+00:00,11.6129,therms
PG&E,G1 T Residential Service,1/16/17,1/31/17,16,2/16/17,,19.05,2017-07-10T18:29:32.364257+00:00,12.3871,therms
PG&E,G1 T Residential Service,1/1/17,1/15/17,15,1/18/17,,24.55,2017-07-10T18:29:39.931794+00:00,15.96774,therms
PG&E,G1 T Residential Service,12/16/16,12/31/16,16,1/18/17,,26.68,2017-07-10T18:29:39.878268+00:00,17.03226,therms
PG&E,G1 T Residential Service,12/1/16,12/15/16,15,12/16/16,,15.67,2017-07-10T18:29:47.856218+00:00,10,therms
PG&E,G1 T Residential Service,11/16/16,11/30/16,15,12/16/16,,16.37,2017-07-10T18:29:47.799942+00:00,10,therms
PG&E,G1 T Residential Service,11/1/16,11/15/16,15,11/17/16,,10.15,2017-07-10T18:29:55.846250+00:00,6.2069,therms
PG&E,G1 T Residential Service,10/18/16,10/31/16,14,11/17/16,,9.04,2017-07-10T18:29:55.789966+00:00,5.7931,therms
PG&E,G1 T Residential Service,10/1/16,10/17/16,17,10/18/16,,5.13,2017-07-10T18:30:06.093887+00:00,3.29032,therms
PG&E,G1 T Residential Service,9/17/16,9/30/16,14,10/18/16,,3.97,2017-07-10T18:30:06.003489+00:00,2.70968,therms
PG&E,G1 T Residential Service,9/1/16,9/16/16,16,9/18/16,,1.7,2017-07-10T18:30:20.178453+00:00,0,therms
PG&E,G1 T Residential Service,8/18/16,8/31/16,14,9/18/16,,1.48,2017-07-10T18:30:20.127823+00:00,0,therms
PG&E,G1 T Residential Service,8/1/16,8/17/16,17,8/18/16,,1.81,2017-07-10T18:30:27.509251+00:00,0,therms
PG&E,G1 T Residential Service,7/19/16,7/31/16,13,8/18/16,,1.38,2017-07-10T18:30:27.456479+00:00,0,therms
PG&E,G1 T Residential Service,7/1/16,7/18/16,18,7/19/16,,2.12,2017-07-10T18:30:34.764323+00:00,0.5625,therms
PG&E,G1 T Residential Service,6/17/16,6/30/16,14,7/19/16,,1.63,2017-07-10T18:30:34.712430+00:00,0.4375,therms
PG&E,G1 T Residential Service,6/1/16,6/16/16,16,6/17/16,,3.21,2017-07-10T18:30:41.700109+00:00,2.66667,therms
PG&E,G1 T Residential Service,5/18/16,5/31/16,14,6/17/16,,2.96,2017-07-10T18:30:41.638198+00:00,2.33333,therms
PG&E,G1 T Residential Service,5/1/16,5/17/16,17,5/18/16,,8.9,2017-07-10T18:30:48.815649+00:00,7.03448,therms
PG&E,G1 T Residential Service,4/19/16,4/30/16,12,5/18/16,,6.12,2017-07-10T18:30:48.756920+00:00,4.96552,therms
PG&E,G1 T Residential Service,4/1/16,4/18/16,18,4/19/16,,11.09,2017-07-10T18:30:56.215837+00:00,9,therms
PG&E,G1 T Residential Service,3/18/16,3/31/16,14,4/19/16,,8.01,2017-07-10T18:30:56.154312+00:00,7,therms
PG&E,G1 T Residential Service,3/1/16,3/17/16,17,3/18/16,,10.71,2017-07-10T18:31:02.795854+00:00,9.37931,therms
PG&E,G1 T Residential Service,2/18/16,2/29/16,12,3/18/16,,9.5,2017-07-10T18:31:02.737693+00:00,6.62069,therms
PG&E,G1 T Residential Service,2/1/16,2/17/16,17,2/18/16,,14.04,2017-07-10T18:31:09.698232+00:00,9.78788,therms
PG&E,G1 T Residential Service,1/16/16,1/31/16,16,2/18/16,,12.88,2017-07-10T18:31:09.632036+00:00,9.21212,therms
PG&E,G1 T Residential Service,1/1/16,1/15/16,15,1/17/16,,19.59,2017-07-10T18:31:16.390211+00:00,14,therms
PG&E,G1 T Residential Service,12/17/15,12/31/15,15,1/17/16,,18.62,2017-07-10T18:31:16.335753+00:00,14,therms
PG&E,G1 T Residential Service,12/1/15,12/16/15,16,12/17/15,,13.2,2017-07-10T18:31:23.973015+00:00,9.93103,therms
PG&E,G1 T Residential Service,11/18/15,11/30/15,13,12/17/15,,10.65,2017-07-10T18:31:23.910342+00:00,8.06897,therms
PG&E,G1 T Residential Service,11/1/15,11/17/15,17,11/18/15,,9.82,2017-07-10T18:31:31.561673+00:00,7.4375,therms
PG&E,G1 T Residential Service,10/17/15,10/31/15,15,11/18/15,,8.24,2017-07-10T18:31:31.498242+00:00,6.5625,therms
PG&E,G1 T Residential Service,10/1/15,10/16/15,16,10/18/15,,2.43,2017-07-10T18:31:38.828124+00:00,1.65517,therms
PG&E,G1 T Residential Service,9/18/15,9/30/15,13,10/18/15,,1.97,2017-07-10T18:31:38.770487+00:00,1.34483,therms
