utility,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,updated,bill_volume,bill_total_unit
PG&E,G1 T Residential Service,9/1/17,9/18/17,18,9/19/17,,5.28,2017-10-29T19:04:25.839528+00:00,3.9375,therms
PG&E,G1 T Residential Service,8/18/17,8/31/17,14,9/19/17,,4.3,2017-10-29T19:04:25.791238+00:00,3.0625,therms
PG&E,G1 T Residential Service,8/1/17,8/17/17,17,8/18/17,,4.77,2017-10-29T19:04:33.401127+00:00,3.4,therms
PG&E,G1 T Residential Service,7/19/17,7/31/17,13,8/18/17,,3.61,2017-10-29T19:04:33.347344+00:00,2.6,therms
PG&E,G1 T Residential Service,7/1/17,7/18/17,18,7/19/17,,5.48,2017-10-29T19:04:40.418587+00:00,3.9375,therms
PG&E,G1 T Residential Service,6/17/17,6/30/17,14,7/19/17,,4.51,2017-10-29T19:04:40.374091+00:00,3.0625,therms
PG&E,G1 T Residential Service,6/1/17,6/16/17,16,6/18/17,,5.49,2017-10-29T19:04:47.315329+00:00,3.73333,therms
PG&E,G1 T Residential Service,5/18/17,5/31/17,14,6/18/17,,4.83,2017-10-29T19:04:47.261786+00:00,3.26667,therms
PG&E,G1 T Residential Service,5/1/17,5/17/17,17,5/18/17,,9.54,2017-10-29T19:04:54.299430+00:00,6.44828,therms
PG&E,G1 T Residential Service,4/19/17,4/30/17,12,5/18/17,,6.85,2017-10-29T19:04:54.245049+00:00,4.55172,therms
PG&E,G1 T Residential Service,4/1/17,4/18/17,18,4/19/17,,13.54,2017-10-29T19:05:01.577100+00:00,9,therms
PG&E,G1 T Residential Service,3/18/17,3/31/17,14,4/19/17,,10.38,2017-10-29T19:05:01.521486+00:00,7,therms
PG&E,G1 T Residential Service,3/1/17,3/17/17,17,3/19/17,,14.27,2017-10-29T19:05:41.420936+00:00,9.63333,therms
PG&E,G1 T Residential Service,2/16/17,2/28/17,13,3/19/17,,11.25,2017-10-29T19:05:41.369048+00:00,7.36667,therms
PG&E,G1 T Residential Service,2/1/17,2/15/17,15,2/16/17,,16.58,2017-10-29T19:05:48.618840+00:00,10.86207,therms
PG&E,G1 T Residential Service,1/18/17,1/31/17,14,2/16/17,,15.59,2017-10-29T19:05:48.564443+00:00,10.13793,therms
PG&E,G1 T Residential Service,1/1/17,1/17/17,17,1/18/17,,20.59,2017-10-29T19:05:55.384082+00:00,13.39394,therms
PG&E,G1 T Residential Service,12/16/16,12/31/16,16,1/18/17,,19.75,2017-10-29T19:05:55.321539+00:00,12.60606,therms
PG&E,G1 T Residential Service,12/1/16,12/15/16,15,12/16/16,,14.57,2017-10-29T19:06:02.255756+00:00,9.31035,therms
PG&E,G1 T Residential Service,11/17/16,11/30/16,14,12/16/16,,14.21,2017-10-29T19:06:02.200050+00:00,8.68966,therms
PG&E,G1 T Residential Service,11/1/16,11/16/16,16,11/17/16,,6.98,2017-10-29T19:06:09.883589+00:00,4.26667,therms
PG&E,G1 T Residential Service,10/18/16,10/31/16,14,11/17/16,,5.82,2017-10-29T19:06:09.827375+00:00,3.73333,therms
PG&E,G1 T Residential Service,10/1/16,10/17/16,17,10/18/16,,5.98,2017-10-29T19:06:17.205330+00:00,3.83871,therms
PG&E,G1 T Residential Service,9/17/16,9/30/16,14,10/18/16,,4.62,2017-10-29T19:06:17.144197+00:00,3.16129,therms
PG&E,G1 T Residential Service,9/1/16,9/16/16,16,9/18/16,,5.45,2017-10-29T19:06:24.477320+00:00,3.73333,therms
PG&E,G1 T Residential Service,8/18/16,8/31/16,14,9/18/16,,4.83,2017-10-29T19:06:24.418112+00:00,3.26667,therms
PG&E,G1 T Residential Service,8/1/16,8/17/16,17,8/18/16,,5.86,2017-10-29T19:06:31.783027+00:00,3.96667,therms
PG&E,G1 T Residential Service,7/19/16,7/31/16,13,8/18/16,,3.87,2017-10-29T19:06:31.730322+00:00,3.03333,therms
PG&E,G1 T Residential Service,7/1/16,7/18/16,18,7/19/16,,5.01,2017-10-29T19:06:38.621975+00:00,3.9375,therms
PG&E,G1 T Residential Service,6/17/16,6/30/16,14,7/19/16,,3.7,2017-10-29T19:06:38.560989+00:00,3.0625,therms
PG&E,G1 T Residential Service,6/1/16,6/16/16,16,6/17/16,,7.08,2017-10-29T19:06:55.060193+00:00,5.86667,therms
PG&E,G1 T Residential Service,5/18/16,5/31/16,14,6/17/16,,6.5,2017-10-29T19:06:54.992749+00:00,5.13333,therms
PG&E,G1 T Residential Service,4/1/16,4/18/16,18,4/19/16,,9.02,2017-10-29T19:07:18.233810+00:00,7.3125,therms
PG&E,G1 T Residential Service,3/18/16,3/31/16,14,4/19/16,,6.49,2017-10-29T19:07:18.172042+00:00,5.6875,therms
PG&E,G1 T Residential Service,3/1/16,3/17/16,17,3/18/16,,10.71,2017-10-29T19:07:48.325265+00:00,9.37931,therms
PG&E,G1 T Residential Service,2/18/16,2/29/16,12,3/18/16,,9.5,2017-10-29T19:07:48.256538+00:00,6.62069,therms
PG&E,G1 T Residential Service,2/1/16,2/17/16,17,2/18/16,,14.04,2017-10-29T19:08:29.407180+00:00,9.78788,therms
PG&E,G1 T Residential Service,1/16/16,1/31/16,16,2/18/16,,12.88,2017-10-29T19:08:29.343904+00:00,9.21212,therms
